video_duration_sec,video_view_count,video_like_count,video_share_count,video_download_count,video_comment_count
33,651162,116862,32735,2086,1329
45,674717,73916,8954,160,16
47,145817,18899,6461,315,173
47,639187,265128,38106,2905,926
34,903691,125931,19859,2030,829
57,791442,260300,28713,4610,464
51,171766,110143,36434,152,58
15,641821,350900,92547,6852,1265
42,916716,434902,147483,7852,3733
31,616476,53728,1632,667,177
56,235225,33393,4556,451,133
53,701333,434611,15476,130,71
46,860743,219747,39047,5048,378
40,460567,163277,49821,3290,285
6,941529,102346,7463,371,175
24,238421,80162,10649,243,147
16,507841,263780,76354,5716,3319
38,224466,110233,5109,1363,251
60,816543,45491,2501,377,245
30,29452,6691,817,66,4
11,726400,157036,33996,1252,482
48,845844,21476,7504,25,7
16,635413,252035,41876,3024,1570
30,835209,2583,394,36,16
41,870634,159677,26742,3793,1650
58,300329,170534,62911,1892,151
56,950490,594699,89873,2825,373
60,642266,101316,15179,2480,498
39,124293,66309,24908,484,221
28,122512,59030,16541,893,472
60,419828,184844,13324,4373,35
18,596652,326849,51150,5499,2650
50,990017,132518,46829,1950,230
10,767864,252570,69901,3751,1299
52,365074,43518,1692,304,190
41,883847,471537,137688,3713,826
29,906269,400292,90087,7533,2212
22,323883,87063,22345,1776,236
32,989018,425743,151784,80,12
35,328303,76607,21721,746,132
48,365952,171009,31432,1728,559
34,219569,43438,895,135,87
47,794602,193636,44304,2587,1544
7,456818,83479,22870,990,79
11,57539,24418,8429,111,68
22,639412,73836,17206,139,25
55,51887,27182,3144,316,56
6,148894,78715,17409,890,239
31,255849,3714,966,13,8
45,258504,4941,447,73,36
44,618184,303907,109943,7487,1516
20,734020,125834,35030,218,115
40,108537,67231,20197,30,15
54,778203,162386,32049,3716,945
37,17403,1960,780,28,11
29,613357,193240,54251,614,399
46,517884,140312,6689,2550,1070
7,512873,120487,19896,319,165
46,424620,26310,6868,338,74
30,24749,9284,579,142,5
20,47547,6530,576,0,0
40,899714,463490,154485,2250,565
28,173869,97733,18630,2244,929
34,595245,268891,50915,1462,485
51,628660,43640,2713,734,283
50,420505,84103,12686,1791,1166
52,417300,7039,1567,26,7
26,704428,190707,3649,402,48
39,906949,446883,94237,4880,208
30,847240,175582,28679,2724,1464
30,854052,421021,18849,286,73
16,470805,139857,53165,3435,512
51,711418,435838,16079,2253,1489
13,154151,16431,3587,297,188
49,792503,395464,104560,2608,101
17,411316,258252,4690,5803,1747
41,505638,261347,3333,3143,1601
60,670441,276994,63936,412,206
52,374945,68217,7066,536,349
46,415658,255654,67577,4527,1827
15,658748,427427,71639,1019,520
36,301260,147796,6595,834,87
18,490248,946,146,7,2
34,702602,196479,69693,2902,1621
26,31945,9085,284,219,41
19,676970,9137,3462,76,23
57,755661,371232,77810,9175,4276
38,857835,111709,7552,2686,1452
44,678492,277066,63649,808,528
57,161651,19996,7367,459,58
47,955556,495797,67918,11129,3836
42,877997,280054,12173,6569,1137
7,446140,188284,38448,1702,944
51,501986,186670,71721,2213,396
53,504739,286871,74045,1251,526
19,392642,193839,22027,3814,201
29,847299,353916,93114,4505,520
60,770261,459167,30423,252,65
46,818787,460251,176183,4861,944
45,872681,203862,38315,1908,1050
50,897336,597620,167827,12607,3937
51,930109,360467,893,5660,3089
7,969852,56266,15076,94,27
48,700588,413612,139661,3832,37
22,503022,71541,15729,1695,1101
50,20874,1280,74,32,3
6,620422,131570,9594,1636,926
21,408205,269247,69697,5693,2915
56,610366,225201,18094,3548,292
43,466092,42799,16480,86,8
24,45694,18406,2574,43,10
16,287350,177290,20013,4180,424
36,554910,133634,9439,2827,1784
25,483498,55186,13620,246,97
58,991433,516620,179644,11562,5909
46,820705,218326,3102,2789,58
20,952965,467181,67477,132,24
18,878267,447013,54994,1091,226
54,232558,148911,55543,1208,698
8,73510,38727,6678,906,224
23,52292,20047,7303,18,9
8,807826,490187,102396,10065,3708
13,927121,399939,93799,8083,226
7,251533,113431,33340,2619,1251
11,647322,66735,15235,1258,791
53,224547,75662,5848,1034,26
46,345850,209684,64883,3270,730
24,155549,42250,4643,698,460
51,580212,47232,6456,151,99
34,795926,32750,932,81,46
17,45078,23992,9031,338,69
6,108169,39087,853,578,328
10,316838,196349,73810,3935,158
42,72543,12254,642,154,85
11,366577,226905,40248,1486,598
5,276322,28451,6855,30,13
59,332193,49556,18028,110,25
37,527089,4314,854,100,30
5,975626,470359,132838,1702,939
43,992999,248433,11875,403,48
22,840648,365158,82034,4069,993
47,928066,442658,31808,3343,2110
34,221543,48848,5042,5,2
44,808987,24208,7484,92,10
35,919106,532193,28835,11569,7411
40,141512,44299,17025,742,493
29,290908,122570,14576,441,274
6,513341,8716,1420,204,125
44,218247,40433,11511,403,110
19,96079,39667,12400,721,161
9,504790,25403,4135,565,370
22,309144,112064,2089,1641,409
15,272819,31331,5532,73,46
20,146212,37538,6418,58,29
49,584485,117209,19139,2928,1645
33,640804,391890,47077,3908,1928
53,889286,298379,71127,3293,718
40,453878,293654,75407,2387,14
21,414523,176974,7417,905,41
29,924633,96026,7343,2270,101
40,198095,60904,19334,209,88
49,358360,135974,24963,3220,1935
6,639102,266750,90533,4225,86
8,569841,83918,33082,599,145
37,742362,203464,41724,2882,825
26,904052,271568,32150,105,53
31,417551,158379,28079,1517,757
10,235246,28496,3631,665,371
18,432920,145442,38450,502,34
40,845937,397407,42560,6393,3769
36,789987,68690,24429,1479,559
14,226108,15841,1778,266,90
17,237382,71995,15589,1447,772
12,463511,88532,9076,1066,47
55,419988,155726,54011,3182,1119
14,292318,55868,3586,1190,574
38,278230,105351,1035,1945,962
20,483397,231311,46684,152,7
36,900837,544626,144803,2300,185
40,863978,198577,17665,2525,271
5,373815,17749,858,64,18
57,242626,28066,9974,24,11
31,456742,56664,10252,1173,258
12,941938,487106,46623,6123,1525
46,136712,20620,3538,315,17
60,977736,463600,105068,7692,4911
41,587368,289844,50213,5375,1894
55,431312,230188,45761,5015,1244
47,452918,143147,7549,869,322
6,805276,44977,7310,1027,191
13,173037,78917,12958,536,306
38,709251,340567,87324,6633,2484
25,545156,32714,4059,55,8
27,494148,302606,53498,4409,2669
41,584073,153309,45620,3227,281
18,610356,220154,3977,4195,2777
33,835754,241031,33201,4940,1191
25,642345,18193,4608,101,45
44,613997,121833,24182,1624,269
20,799094,176377,24539,1983,149
58,530534,316058,11710,2404,793
55,221184,56807,8205,708,375
41,403563,80613,26311,1825,335
50,735352,307419,52104,4449,363
25,164571,8973,1244,214,0
57,741952,100701,17049,2459,610
37,100040,11223,1089,248,18
37,25929,3822,515,88,34
42,366767,148336,46840,317,19
12,512076,114168,35330,1685,316
38,674644,63512,17151,1544,711
44,990235,546120,165171,9074,1087
14,740883,33463,4220,550,263
32,509480,274175,97222,6444,3951
35,191597,103298,8323,1135,150
55,703820,212813,76872,5180,1024
43,72876,24290,946,551,2
24,451650,127691,21522,491,185
19,812998,35413,12078,273,113
36,576507,301545,42625,4321,2364
16,39305,15146,1480,178,72
11,510166,289359,94218,1708,1123
56,34428,12572,3081,73,16
26,821930,284719,103761,5646,1840
9,227965,51724,4620,1237,376
23,961998,226095,47553,4041,2076
10,910129,311479,86671,2633,1671
60,767156,206435,27920,4898,523
37,531984,20413,4010,467,32
7,783824,290385,109874,6705,4060
15,583527,216554,15652,541,92
40,28753,12265,4595,225,117
24,939243,88110,32786,881,263
57,820814,284298,41005,3081,726
38,991929,600946,141691,3689,1640
15,35217,11216,3827,46,31
27,318195,140363,42506,225,59
20,713976,457933,179089,7,3
31,493399,105362,37119,1027,491
39,245095,5636,1129,94,11
38,44020,4132,896,84,22
42,191079,89145,25953,1968,250
50,39031,17951,4621,387,109
28,663332,365135,100229,959,13
46,230417,114607,39591,1750,303
20,689437,107038,19228,1446,447
10,677204,300663,117164,5638,2715
58,956494,36137,12385,794,119
38,867392,546076,195685,11311,6767
53,536503,334815,14501,4476,680
34,407818,115794,29691,2033,85
17,536416,163684,25925,3125,319
52,400980,252690,94849,739,26
36,52154,17391,6332,400,224
16,821041,390552,102462,4318,2405
11,474596,105445,1466,2157,320
15,147047,96943,18445,479,295
20,36893,2681,541,35,20
7,563730,1686,205,11,2
33,13290,4784,507,61,23
32,482096,205658,71859,1930,1119
5,60835,13591,52,117,29
22,360376,86517,368,2065,207
16,720687,147982,6078,702,205
17,912414,470459,42194,11688,1761
11,850364,504553,49829,7175,1428
29,247258,21298,1462,487,27
58,76870,9079,2433,46,1
53,978846,563701,38421,786,39
23,869663,100692,16017,314,149
56,691379,74906,6133,1658,44
37,347389,192490,65428,875,454
34,450076,156042,47595,2273,994
58,863066,20532,2315,7,5
12,484750,198819,51663,611,387
16,180287,34032,9424,463,151
60,407456,258562,55179,411,194
49,752138,140656,33305,1499,795
5,644684,314002,10969,2663,1716
25,225225,103686,14494,2171,624
41,640175,83359,352,1080,421
13,758845,115888,32990,1470,254
51,86938,12828,107,205,129
10,460033,17902,431,126,20
11,223935,71455,23640,507,177
24,55840,3075,242,32,19
51,475829,315654,79394,2583,1586
23,615556,93672,4098,1975,458
48,286234,12789,2280,199,104
18,547990,338312,82007,6118,388
13,517799,2337,447,1,0
40,249983,140729,42030,724,474
44,746890,144228,14858,2309,945
41,635658,404671,20117,805,60
5,905393,581195,202340,13125,2382
21,570100,166321,50873,1044,424
32,239611,35498,6919,724,174
5,903015,549843,77807,760,468
41,297151,89347,16960,1386,806
32,64915,16218,5250,20,8
18,519099,233714,83669,3738,2176
41,753771,397004,112159,354,195
33,974583,535069,66777,412,27
34,357033,44036,9206,998,31
45,421531,202988,60607,2458,1056
56,923108,329428,9975,2809,549
12,310118,170537,64206,3973,1190
23,485868,223868,27208,3904,1394
27,813173,535913,192379,11181,6027
47,669438,416754,141655,2593,936
32,729795,252725,92383,2619,479
51,970384,291832,95100,4395,1966
52,63383,13560,693,154,9
57,182697,97009,33631,2297,374
18,687346,252500,18084,4920,1664
19,620454,101627,14303,878,545
53,253365,43358,876,946,253
46,425372,90509,22523,924,298
15,14401,1382,76,27,16
42,24224,11884,4105,66,33
50,747754,458731,4161,9725,3763
28,182278,96852,34388,1927,733
45,139615,50512,9461,1054,6
6,59966,38284,10662,493,62
40,739365,290302,56475,457,10
51,558251,327449,119976,2391,309
37,879775,457334,127885,4417,2553
11,565854,8300,406,83,37
48,94378,12076,398,123,66
12,569432,78928,18186,340,73
8,888222,448873,125903,6694,4450
58,512909,83620,10889,111,31
22,153647,44011,12229,701,329
44,726664,279233,9608,3767,845
15,398328,170454,66241,2638,888
39,641003,402285,127471,4754,2240
38,148960,3788,466,5,1
47,732708,363024,71938,3501,520
22,604289,185049,43486,2452,926
46,547286,108565,43405,1410,824
22,530693,339047,25692,1045,20
29,490526,201536,56663,2712,1728
25,871047,370128,28544,1265,719
58,624742,16207,5677,286,136
19,836576,456379,81491,8207,2215
27,637764,355395,84212,5547,3326
11,971863,592576,55048,3096,855
19,100760,8063,2444,123,44
33,676176,84413,15012,1085,553
28,731753,341543,111853,3315,1533
5,735824,346286,128048,7128,3964
48,646603,120018,22798,398,265
59,40084,13835,5160,299,74
17,19969,12981,4578,188,4
34,801458,283323,15732,4111,466
39,698544,46233,13768,570,114
48,415912,154632,59472,607,339
56,459750,115305,17926,425,211
37,661558,244410,41594,2621,547
33,648136,79961,9166,893,571
32,135768,25690,8839,20,5
46,292350,80122,26525,1354,776
60,811422,353310,132307,6294,3868
34,555619,48455,17998,292,106
51,947171,53533,12469,720,57
47,978000,544572,161841,11118,4228
32,621818,268367,93456,5604,46
51,875886,156949,31849,3066,1084
5,89142,318,93,4,0
44,790579,97529,36800,2414,1090
31,491268,173517,26528,2779,1128
5,972645,366162,81328,6353,3727
52,999655,235087,38702,2245,666
24,666795,323340,32885,6226,2615
48,954561,363537,85594,1774,730
43,862507,358492,86137,3206,265
42,415627,238538,89779,3214,1224
45,207397,95586,14321,432,54
52,677844,73190,12973,312,45
60,724657,238389,38883,2716,844
10,751235,456059,175169,8633,3437
58,849902,472284,112299,6968,3104
25,684173,58247,17381,630,252
41,193512,109146,27796,778,455
29,608547,4919,614,108,4
45,332660,50682,9946,36,22
57,750003,22859,4577,434,269
19,346422,34929,2969,775,118
29,718252,416297,62378,978,166
6,505712,226924,20502,2893,593
15,617851,320192,19490,6734,2624
13,610877,273041,17317,225,43
5,854637,494394,9293,10087,2632
8,473916,77941,23370,777,486
44,576129,12813,5057,266,129
51,506036,149637,46094,923,454
26,72977,36567,12638,280,27
54,790161,200094,1688,4632,3018
17,996073,194281,8701,3738,682
50,263481,168742,53017,1434,541
47,127027,50269,19220,1166,729
6,153174,25293,3629,461,276
37,615684,330722,131922,1138,740
46,886143,518250,133340,4842,2243
14,89534,53351,14730,584,344
10,628463,179571,11204,3069,920
8,709679,347199,69561,5498,1029
60,135122,86246,234,1260,264
25,977379,518253,181148,654,408
49,952308,346469,69148,3045,1393
58,818642,378553,103871,439,31
48,247859,67792,13138,948,143
5,687376,436664,58013,5470,859
34,846459,24772,6645,57,19
46,350828,26458,5177,490,123
13,972571,598717,209775,13159,2652
9,629652,230374,49275,2253,32
12,627228,144324,7688,918,271
16,215462,120114,23425,2519,699
42,600275,396409,53212,4972,1494
30,269124,56893,15669,640,342
36,596108,148421,20333,3283,902
43,625824,149001,35196,2490,1607
51,254915,98722,22129,1035,341
9,175670,23890,3653,98,40
43,832772,467631,124957,1143,735
7,338970,206817,39119,2120,674
46,666130,357047,68518,4305,77
31,308364,97096,16811,1086,256
22,49433,24982,7659,351,124
17,894597,258968,99543,1168,685
7,993156,653561,249672,13771,5578
28,985461,419794,9839,6269,358
15,99958,20581,8136,295,53
43,884306,561623,86653,13552,7605
9,48016,16018,4358,68,29
49,408698,170161,60082,3681,744
35,607942,275468,86629,5837,3124
54,853335,431098,21338,9954,4603
50,442801,218719,71371,3448,1867
21,652056,386379,86305,3246,1554
21,900034,217942,55279,2395,311
24,238809,145010,9428,2130,1329
49,784224,479684,169971,8158,3091
34,774150,66754,26643,1135,52
49,118342,17414,4678,89,11
37,634527,97168,21236,950,153
46,987921,438977,21168,8911,2297
54,41198,8945,1024,127,81
49,938483,555288,30939,11301,1327
15,776479,42704,16833,835,188
39,226077,10924,3219,222,2
20,309733,109254,16128,552,108
56,815072,62694,17218,956,266
17,842447,301559,89867,6717,120
59,789914,193533,47584,2407,683
41,299166,162680,32943,1661,468
17,10904,2157,692,30,12
25,80408,27324,1853,249,142
23,387368,113659,20512,1613,550
59,798762,132370,16570,1024,128
60,7944,3844,1448,5,1
30,295811,111367,37533,1411,599
18,964950,190861,57081,23,14
20,889655,313491,115523,2533,1161
25,56436,4406,717,88,22
10,455313,279178,48635,2137,140
33,225241,118272,43829,1143,594
26,880231,146655,25437,2227,649
13,715958,250428,67695,3004,77
40,488157,12863,3888,94,27
23,369825,58123,10662,876,472
25,989418,214887,31931,3762,1987
6,270152,14690,3904,14,6
55,411050,250955,36931,2493,723
37,498639,28401,1538,509,324
56,762331,100472,10707,497,161
14,777059,475169,69203,1148,744
58,52165,26606,4649,122,9
32,274713,60334,12468,207,109
35,828116,498315,177212,10020,6550
14,374569,49384,7820,299,112
11,978771,268610,11814,5680,2106
22,151168,26543,1598,551,289
17,895931,558350,193459,13653,956
34,132392,42625,4963,319,126
49,725974,31323,10622,294,160
37,492033,22586,3382,35,2
45,806578,59416,14212,1050,141
19,425219,140956,40737,3218,520
45,31073,11348,2706,48,1
13,377969,209677,31715,42,12
40,59600,12714,2306,206,73
25,299344,193697,37914,3059,1385
24,615221,120399,28336,394,24
59,748430,433187,128356,6982,1018
42,473411,42593,3362,1043,183
12,759930,213690,67288,776,144
60,974310,375176,130921,14,5
56,817978,348461,116268,4529,2763
41,555492,269501,51879,5719,2593
39,267425,111984,8295,1436,166
60,744335,264621,37966,1949,859
27,357584,30913,4084,282,176
6,688678,209002,1339,1034,508
23,956240,34758,10752,6,0
15,492937,151763,18587,2510,1217
7,534660,99125,21555,29,5
44,493165,250347,73893,713,40
16,293760,136888,8002,2314,1259
33,191341,106310,28872,2558,1463
30,490332,307626,61014,5931,1316
29,565070,286722,100640,4059,26
18,907116,394500,38235,8294,5135
44,195526,20825,6125,324,192
13,714081,439807,69751,2367,1525
12,341165,223019,30841,3068,1394
10,349757,39086,8998,521,152
37,305186,124503,27065,226,54
20,601339,320879,90204,2653,1697
43,7790,1314,138,7,0
28,381895,47656,1114,361,187
20,348839,198908,68251,1083,545
43,264919,107376,1752,317,109
8,226943,104744,32347,1135,422
33,200237,11440,2050,262,154
22,792346,41581,15533,927,196
36,801296,6581,131,3,2
36,942089,572,116,13,7
34,682103,387799,65393,2280,169
6,70101,28319,4683,155,26
54,729776,101648,26274,2511,1008
32,679436,49529,4242,170,25
48,354059,14438,2489,329,187
58,679235,359966,53049,5774,685
16,235367,102097,12036,1738,368
11,567153,108807,1474,1124,98
7,263592,130786,40595,2264,127
38,625358,64036,24501,209,10
29,203892,91585,22688,2055,881
10,777377,219337,85254,416,30
21,378047,187113,58882,3381,386
42,423663,206721,75410,3880,1952
9,759379,117403,4368,1331,727
46,194798,14781,4870,183,42
7,422142,47017,11583,839,360
36,739542,436126,47497,3641,432
36,163113,26283,6339,422,235
12,903163,358490,96147,5240,1073
10,306755,77565,27860,1560,305
24,699371,206290,26681,2429,556
38,479979,157986,25491,2830,1638
40,534157,102094,27336,1108,478
55,426461,80505,14704,1333,488
57,46658,5544,1633,59,31
10,401727,184504,25210,929,300
47,568864,347326,62484,7924,4047
29,141364,74742,9406,1291,850
41,620392,86112,9139,1821,1129
19,935732,576110,62328,5726,1581
14,487331,251418,90129,3983,2111
12,693238,23353,4590,132,74
26,85204,35862,2444,333,89
18,487514,280907,27495,872,341
32,12677,5329,1018,101,30
44,672751,151452,28057,919,337
52,419754,77260,23280,528,282
21,996903,618855,108900,9542,5307
5,786680,127267,28942,1549,95
23,880683,389654,109479,3930,1737
37,485723,290575,114919,2548,1451
51,417128,9877,2885,124,72
46,527920,66184,10746,9,1
43,122533,55845,9265,370,3
11,859792,313656,33670,1117,69
60,761399,411544,84488,9803,1060
51,68212,43842,7223,816,284
41,6701,4252,761,6,2
48,235122,20111,5605,190,74
16,397652,216035,58809,2238,1141
43,734377,444049,112266,7070,541
36,326613,110471,15752,1949,186
23,892068,197147,16585,1450,97
40,13090,7729,1854,164,75
18,196284,66191,24865,1595,530
5,952640,281029,88680,5965,2478
22,166142,28583,363,62,20
17,928941,424182,100389,10343,6391
36,237573,18004,3414,412,93
37,471535,131241,34633,2913,483
36,329678,6905,1704,49,12
41,34512,11083,2978,253,37
15,941533,558966,116122,11585,951
42,984265,30017,1057,547,127
59,73119,29966,3629,215,8
54,615103,160944,16075,1674,475
36,393301,13682,3444,118,43
11,599689,280024,77389,3418,93
47,558442,323109,41904,5527,3446
45,832658,345463,11394,1550,698
54,327768,31657,4783,313,15
14,121384,46033,11613,155,67
16,88927,35630,10393,129,73
41,372234,181565,1078,3653,1576
50,136482,10619,2235,8,1
33,386149,184551,55993,977,68
29,559246,4415,1759,103,7
9,72361,28538,10838,375,179
57,230248,63797,19512,895,270
10,496290,170683,20929,2869,1181
46,223720,64158,21249,188,18
30,971246,313841,5758,2554,790
56,68173,9425,1629,94,22
6,917694,19525,6570,184,88
15,748549,366614,101664,4145,2268
50,261474,132101,19285,2750,1080
38,74566,3867,1210,30,6
16,60939,35776,8732,884,150
56,207890,21724,1309,536,225
50,85405,30765,575,191,44
19,272297,47216,8182,493,231
44,471315,191641,76014,4114,188
34,420809,123612,45369,3043,933
16,12858,2606,665,41,14
55,696066,237314,57611,3159,798
42,236533,140259,27124,3371,1581
58,33350,10879,4010,171,50
49,256934,78669,11572,1955,473
57,560436,93937,24335,1818,538
59,514226,225275,50504,654,41
17,800356,370841,43634,4637,1301
38,402873,203674,1839,1099,90
22,709514,223334,8589,2683,1613
47,395922,237925,73247,3214,177
58,838048,69503,10477,601,280
38,485785,2040,443,47,10
12,104737,15993,1818,271,84
28,435199,273693,69492,1578,549
44,752887,235986,61336,3682,2154
9,955455,147739,1003,511,254
54,270995,166567,19827,3339,2044
18,34332,13486,4622,313,130
5,337427,94139,22409,1829,602
12,661768,74462,12309,375,218
54,725745,331383,44507,1589,870
19,287059,39560,14426,239,3
60,368009,104384,25166,2069,649
32,871465,531593,82032,1086,393
12,657986,192307,66658,329,140
30,805575,446869,169822,8410,3725
6,761270,217806,60414,4620,1436
24,856907,404943,90752,3514,838
59,613451,131391,45748,2862,265
52,748602,300641,58774,5574,435
22,40038,1243,179,27,11
50,856246,402705,105813,6163,218
29,36341,12910,3360,54,27
28,401171,12888,1248,180,40
25,47076,9948,3942,92,28
18,217566,9010,1752,60,36
28,375498,191928,36938,1902,560
5,857676,91296,3203,688,285
41,368354,213778,4192,2979,1151
13,968259,550053,164615,3077,183
21,950595,304743,96561,1198,447
48,830806,265606,49792,5148,2309
44,579451,193089,56114,3333,2043
47,924344,405032,124373,2973,967
11,828170,535319,147350,11760,3306
42,716532,447772,109724,6085,3672
18,196232,32824,3083,701,441
13,536347,231001,13156,4042,887
31,294396,57309,4692,163,82
57,893639,105445,5237,1308,445
52,342286,101075,37507,359,4
44,493926,101904,1712,1910,1204
49,729888,419070,78695,7424,4507
7,198806,9374,338,187,30
53,707818,225139,15836,3497,1340
54,512552,272348,60144,2670,1128
11,822617,493358,168404,9783,5807
42,655769,420913,139124,4828,3075
13,317759,190821,21776,3798,2094
25,825293,534495,5715,8639,5494
14,78060,1355,148,29,16
28,854759,535135,169239,1508,450
20,1727,1101,343,23,4
24,657060,387508,137463,4675,2260
23,548212,349782,4722,2377,1333
26,788144,43068,17017,714,373
59,233224,118539,2078,1287,850
9,349592,85269,23221,1627,981
50,546799,246157,234,5961,3886
25,595066,93406,14971,1632,834
24,170020,39881,11071,415,239
40,877997,473729,96746,3298,779
12,846239,252217,42166,5542,2941
24,405773,75938,18094,905,400
47,314130,4081,1603,43,5
43,209709,6899,326,128,19
28,556292,280502,42671,6893,285
18,403376,80891,21741,460,144
53,210016,115316,12231,535,69
28,314500,88042,971,1853,375
16,411215,153919,54644,54,4
51,295902,59214,3531,517,129
26,976798,408273,133905,3855,2072
8,700394,331315,18360,1089,159
29,696367,129910,16556,2775,1730
9,619690,139171,12414,2732,77
28,294187,149765,17187,32,9
37,988284,489326,16759,6182,3503
49,405718,150996,25550,2557,517
10,690529,10947,248,133,41
39,636670,116871,29402,2146,820
7,413498,205539,40019,2984,1215
27,511559,66797,5471,778,449
58,550297,132160,22191,1452,960
53,216107,96891,30216,862,351
59,121632,39601,14795,70,25
14,433919,160023,36443,3185,19
10,970391,495925,8583,1481,19
44,49396,11353,388,192,4
35,792656,228682,18916,3194,728
17,871699,233856,22490,3856,577
21,424791,3214,655,53,19
59,55192,2609,248,2,1
41,424534,215756,62575,4028,1157
59,188439,56847,5610,965,332
43,945322,280269,41352,1385,394
54,872840,325704,83528,59,6
54,70480,10441,2927,85,17
26,427839,204542,18758,1374,66
11,974421,377769,65908,782,415
34,363697,143107,3360,1449,250
9,970396,99715,31822,313,11
22,889721,287349,106527,1279,260
14,608607,248852,90326,4131,1120
58,373888,28584,10847,636,209
8,771095,502154,72133,746,4
39,877044,523238,95968,4860,1343
51,151800,88188,318,808,108
54,428230,181998,7857,3242,2116
17,460544,194054,33463,3603,2088
6,886814,21254,3768,211,115
25,507722,206912,32240,3277,1367
16,437645,84419,4061,1278,457
9,265589,34239,11929,254,84
48,45347,701,159,4,0
12,747715,370878,52795,1008,175
52,400724,74520,18804,197,127
27,971451,594685,191594,447,287
60,18264,9157,3502,4,0
24,128608,25802,3690,73,31
33,335384,184205,48208,3209,851
24,51697,17653,4126,71,40
59,998911,584177,129714,8037,185
22,952570,308426,102587,625,384
14,356632,56205,21680,780,378
27,528398,95369,6152,1687,119
24,608493,42504,14299,621,233
51,931339,87582,22238,260,15
28,899347,343486,15147,1492,808
30,747801,32491,6798,806,72
46,708193,31515,3764,190,123
51,99711,22483,7284,145,10
20,576808,54421,16500,1127,525
18,62020,35039,5496,802,314
25,217879,129065,26830,1084,704
37,944854,366355,52739,2782,428
28,50262,6986,2417,114,6
27,960641,36469,3870,464,240
6,129645,70500,1006,677,79
45,606308,178713,47202,353,10
33,603922,31610,7095,502,138
9,485406,113043,22824,1090,556
34,46115,558,198,6,2
36,832175,549814,116653,7903,2907
59,689291,215795,37165,3431,1501
39,551238,145141,15933,426,7
22,546925,243825,44772,391,133
54,887088,357930,97075,7217,444
11,793337,382137,11988,2002,957
6,708600,427150,30108,4010,1667
28,333837,176837,6897,2245,101
27,411950,241115,83838,5600,2683
50,362774,162952,15359,1692,1071
34,956917,462158,88107,3391,1249
18,875199,355912,104373,5494,1037
39,22340,7614,2025,42,2
14,21501,7630,1615,190,65
37,999127,438885,10456,9888,1724
5,242674,160511,60451,3360,1954
5,678557,221485,25154,366,240
20,494321,228444,82509,4232,1147
40,8648,2422,907,19,12
19,889694,97350,30985,449,57
46,959931,117752,30507,760,439
5,802208,377712,58692,4451,517
51,142252,17044,4264,132,16
26,274506,181794,16759,514,331
12,407977,190952,16578,2664,1212
50,130156,63108,15529,1204,31
46,272739,168010,31404,4053,2517
12,145144,24675,2112,506,280
7,671195,112346,42452,2280,1403
39,210749,77411,3521,636,72
5,511061,77480,27264,1334,773
47,511197,20070,85,454,260
57,138361,81731,1378,432,6
8,162360,54144,670,255,13
38,161646,12513,3033,107,38
21,564924,148439,12873,2116,1094
48,89037,46230,5300,1015,472
17,443167,9082,1273,83,3
55,668113,182493,19328,660,31
53,292983,79182,1626,1514,198
11,200776,8278,919,132,75
31,18127,10852,394,240,77
42,979333,196294,69266,3343,937
25,122904,47777,11290,900,432
58,390093,98018,15464,1736,144
33,865540,75023,7257,431,199
41,492957,315409,80711,5398,128
53,706353,246500,25101,3685,323
60,572648,186814,15303,163,64
39,698937,396187,61683,3256,1633
35,418969,178955,54840,843,490
10,864271,169108,58527,4070,392
57,906428,432988,125036,2052,0
58,106745,14543,459,106,12
53,966653,62580,9026,463,272
19,785078,378426,5259,4373,1564
10,481763,148808,13423,193,72
33,390451,66839,26075,1360,78
9,223521,18288,6930,36,3
13,815360,74802,13850,927,241
11,215994,123444,15838,3065,728
6,34884,17344,5413,101,64
22,974248,441006,128649,599,188
21,555766,53733,20869,190,55
14,933431,207135,44391,4718,2294
8,82715,581,162,9,0
33,25516,6522,2177,45,5
26,521221,32348,9589,182,18
47,212829,3792,51,24,2
27,710342,112823,42395,378,55
13,728844,47659,6316,398,115
54,333084,161519,18197,453,109
49,596161,5896,2247,23,8
38,925996,257597,45835,2978,364
52,581032,379737,64241,4383,696
55,254459,66996,2673,220,95
8,220738,110023,20904,2253,1194
32,633166,12297,2107,27,6
36,691706,292538,3634,3404,608
60,904528,520901,192193,10078,3772
5,705957,245154,95600,4243,144
14,272307,102135,37975,499,236
30,901700,564658,208401,6877,2562
40,152601,46598,10854,3,0
18,431924,131636,26415,889,339
44,868207,227076,72198,3950,359
34,97546,46694,12048,478,188
5,503383,249526,35750,256,39
27,933099,166374,26974,4074,921
6,595478,169769,55796,878,315
33,12267,5393,1713,37,24
37,805993,238372,61408,97,44
20,235807,1943,107,17,7
23,892243,124222,46860,2893,287
55,442932,239194,53772,1724,24
36,702257,285668,35449,4824,461
56,372992,46800,2347,674,415
35,777314,416441,66940,1706,700
58,325003,110244,3656,2056,963
48,70006,15532,95,86,16
15,230008,111509,6743,1337,362
17,231015,144889,48338,855,104
55,564466,322920,107177,6896,1293
45,642328,183382,2117,4413,1472
13,90467,55412,18734,522,44
22,436180,89116,2270,553,230
51,881012,406465,32615,4141,744
32,107047,44284,14775,137,59
30,971234,540514,162546,4716,1225
25,223886,123026,9652,2601,1609
53,153164,54577,10435,304,85
48,222188,103020,36780,1542,734
52,899617,343606,126018,1821,17
