#,video_id,video_duration_sec,video_transcription_text,video_view_count,video_like_count,video_share_count,video_download_count,video_comment_count,deep_engagement_rate,share_to_like_ratio,is_highly_shareable,complexity_score,claim_status_opinion,verified_status_verified,author_ban_status_banned,author_ban_status_under review,llm_sentiment_score
8132,5906756899,6,i encountered a story claiming that the opposite sides of dice will always equal 7,97780.0,33172.0,6092.0,209.0,11.0,0.5327981182245858,0.18364886048474618,0,1.0,False,False,False,True,1.0
10329,9740617201,53,my family feels that there are more stars in the universe than grains of sand on earth,5205.0,352.0,125.0,6.0,2.0,0.14390009606147935,0.35511363636363635,1,1.0,True,False,False,False,2.0
264,7040915193,20,a friend claimed someone discovered that flossing your teeth improves memory,133433.0,67969.0,26793.0,647.0,221.0,1.129638095523596,0.394194412158484,1,1.0,False,False,False,False,1.0
7982,9676270779,12,i read a story mentioning that the pupil of a goat is rectangular,73795.0,35072.0,1553.0,873.0,112.0,0.5769225557287079,0.04428033759124088,0,0.9230769230769231,False,False,False,False,1.0
18392,6025859482,30,my colleagues are willing to wager that the continental tectonic plates move at the same rate that fingernails grow,986.0,84.0,9.0,0.0,0.0,0.11257606490872211,0.10714285714285714,0,0.8947368421052632,True,False,False,False,1.0
14060,2779649859,15,"my friends' feeling is that the best selling single of all time is ""white christmas"" by bing crosby",3964.0,1463.0,59.0,14.0,6.0,0.4273461150353179,0.04032809295967191,0,0.9444444444444444,True,False,False,True,1.0
10227,3512371061,26,my family understands that mars has running water,6843.0,1548.0,406.0,0.0,0.0,0.40420868040333185,0.2622739018087855,0,1.0,True,False,False,False,-1.0
1572,3329048053,54,"a friend learned  online a claim that an average human child's developing body has over 300 bones, but by adulthood they'll have 206",512552.0,272348.0,60144.0,2670.0,1128.0,0.9034127269038068,0.2208351080235581,0,0.96,False,False,False,False,1.0
11133,3527924322,32,my colleagues feel that neptune was the first planet that was discovered before being seen through a telescope,1105.0,136.0,16.0,1.0,0.0,0.16923076923076924,0.11764705882352941,0,0.8888888888888888,True,False,False,False,1.0
8252,9287587586,37,a colleague read an article mentioning that a snail can sleep for three years,182687.0,86004.0,19183.0,882.0,551.0,0.806302583106625,0.22304776522022232,0,0.9285714285714286,False,False,False,False,1.0
17389,8085218754,13,i am willing to say that gross domestic product (gdp) is the best financial indicator of a country's overall trade potential,5745.0,1108.0,391.0,6.0,2.0,0.4008703220191471,0.3528880866425993,1,1.0,True,False,False,True,1.0
15818,8056257079,43,my colleagues' point of view is that reindeer grow new antlers every year,4170.0,292.0,89.0,4.0,0.0,0.1369304556354916,0.3047945205479452,1,1.0,True,False,False,False,1.0
11290,9870157512,57,my view is that one-third of the world’s airports are located in the u.s.,8358.0,885.0,349.0,21.0,4.0,0.23965063412299592,0.3943502824858757,1,0.8823529411764706,True,False,False,False,0.0
1371,7290391229,32,a colleague mentioned the media revealed driving south from detroit will lead to canada,274713.0,60334.0,12468.0,207.0,109.0,0.35883631280645617,0.2066496502801074,0,1.0,False,False,False,True,0.0
3091,9064776532,52,someone learned  online a claim that the eiffel tower gets taller during the summer,214656.0,116514.0,23350.0,1502.0,232.0,0.8922834675014908,0.200405101532863,0,0.9285714285714286,False,False,False,True,1.0
13210,6765483867,37,our reasoning is that take out restaurants have been found in the remains of pompeii,4796.0,2085.0,723.0,41.0,13.0,0.9180567139282736,0.34676258992805753,1,1.0,True,False,False,False,1.0
9086,1724709631,24,i discovered on the news that millions of trees are estimated to be planted by squirrels that forgot their buried nuts,158973.0,71897.0,6873.0,1125.0,700.0,0.6119970057808559,0.09559508741672114,0,0.9523809523809523,False,False,False,False,1.0
8444,9736927795,10,a colleague discovered an article mentioning that the most watched summer olympics event for the past 20 years has been gymnastics,75067.0,20127.0,567.0,171.0,37.0,0.29859991740711633,0.02817111342972127,0,0.9523809523809523,False,False,False,False,1.0
12403,2569159598,22,our point of view is that there are 366 dimples on a regulation golf ball,8075.0,1543.0,368.0,25.0,7.0,0.3388235294117647,0.23849643551523006,0,1.0,True,False,True,False,1.0
18993,3317287427,41,in our opinion damascus is the oldest continuously inhabited city in the world,9415.0,235.0,65.0,1.0,0.0,0.045990440785979816,0.2765957446808511,0,0.8461538461538461,True,False,False,False,1.0
13798,8038467711,10,my friends' thinking is that no two tongue prints are alike,3671.0,1344.0,527.0,24.0,6.0,0.8196676654862435,0.39211309523809523,1,1.0,True,False,True,False,1.0
8380,4917116845,10,a colleague located an article mentioning that the moon is moving away from the earth,287867.0,63374.0,15202.0,474.0,204.0,0.3849347094317862,0.23987755230851768,0,0.9333333333333333,False,False,True,False,1.0
12464,3229200616,19,"our view is that your heart beats 100,000 times a day",1781.0,329.0,121.0,1.0,0.0,0.3902302077484559,0.3677811550151976,1,1.0,True,False,False,False,1.0
4575,2438243601,60,i learned  on an internet forum a claim that no two tongue prints are alike,15066.0,131.0,40.0,1.0,1.0,0.016991902296561796,0.3053435114503817,1,1.0,False,False,False,False,1.0
10888,8450438971,46,my colleagues think that the queens in ant colonies live for around 30 years,7154.0,1448.0,251.0,20.0,1.0,0.3163265306122449,0.17334254143646408,0,1.0,True,True,False,False,0.0
12926,3115436537,7,our feeling is that penguins can jump as high as 9 feet in the air,6398.0,328.0,13.0,1.0,0.0,0.0578305720537668,0.039634146341463415,0,0.9333333333333333,True,False,False,False,0.0
11061,9539220363,19,my colleagues understand that redwoods are the tallest trees,2499.0,238.0,33.0,3.0,1.0,0.13925570228091236,0.13865546218487396,0,1.0,True,False,False,False,0.0
6845,8889516782,36,a colleague read  in the media that q' is the only letter that doesn’t appear in any u.s. state name,68029.0,38157.0,690.0,824.0,168.0,0.6325978626762117,0.018083182640144666,0,0.8636363636363636,False,False,False,False,0.0
16713,3106888870,10,my colleagues' position is that china is the world’s largest silk producer,5886.0,459.0,15.0,9.0,2.0,0.0908936459395175,0.032679738562091505,0,0.9230769230769231,True,False,False,True,0.0
10425,1399807571,31,my friends think that the hummingbird is the only bird that can fly backwards,5456.0,2137.0,458.0,11.0,4.0,0.6510263929618768,0.21431913897987834,0,0.8571428571428571,True,False,False,False,1.0
13814,9504960007,49,my friends' thinking is that children are born less frequently on saturdays,3582.0,915.0,196.0,6.0,0.0,0.42462311557788945,0.21420765027322405,0,1.0,True,False,True,False,0.0
18077,6905318276,25,my family is willing to wager that neptune radiates more heat than it gets from the sun,8910.0,2509.0,720.0,54.0,4.0,0.5430976430976431,0.2869669190912714,0,1.0,True,False,False,False,1.0
7700,5054845413,25,someone read a report claiming that the largest rock on earth is in australia,894093.0,542756.0,33139.0,10420.0,5767.0,0.7661026313817466,0.06105690218072209,0,1.0,False,False,False,False,1.0
1977,2062880336,28,a friend learned  in a discussion board a claim that the world generates 2.5 quintillion bytes of data every day,821499.0,228962.0,85568.0,3173.0,371.0,0.6036854579250858,0.37372140355168104,1,0.9047619047619048,False,False,False,False,1.0
1443,1337451726,38,"a colleague told them the media revealed at birth, baby pandas are smaller than mice",479979.0,157986.0,25491.0,2830.0,1638.0,0.5129911933647097,0.1613497398503665,0,1.0,False,False,False,True,1.0
13984,7529129485,8,my friends' impression is that it rains diamonds on jupiter and saturn,9162.0,1039.0,77.0,26.0,9.0,0.14909408426107837,0.0741097208854668,0,1.0,True,False,False,False,1.0
2310,4921211056,40,a friend read  online that penguins can jump as high as 9 feet in the air,360274.0,50429.0,1680.0,1056.0,600.0,0.16608747786407013,0.0333141644688572,0,0.9375,False,False,False,True,1.0
14409,3490618758,51,my friends' reasoning is that buttermilk does not contain any butter,8131.0,1385.0,68.0,3.0,0.0,0.19653179190751446,0.04909747292418772,0,1.0,True,False,False,False,1.0
1767,8737601542,56,a friend learned  in the media that the insect population of the world is 1 billion times more than the world population,372992.0,46800.0,2347.0,674.0,415.0,0.15199521705559368,0.05014957264957265,0,0.7727272727272727,False,False,False,False,0.0
18683,9747647512,12,my friends are convinced  that a candle’s flame is blue in zero gravity,8662.0,787.0,13.0,8.0,1.0,0.09836065573770492,0.016518424396442185,0,1.0,True,False,False,False,0.0
8652,7139577018,31,a friend discovered on tv that some trees in melbourne have email addresses,814793.0,91933.0,19453.0,1821.0,1111.0,0.1938860544948226,0.21159975199329947,0,1.0,False,False,False,False,1.0
1489,2440798834,11,a colleague claimed the media revealed a crocodile cannot stick its tongue out,599689.0,280024.0,77389.0,3418.0,93.0,0.8715033959268887,0.27636559723452275,0,0.9230769230769231,False,False,True,False,0.0
17646,6063019105,27,i am willing to bet that bubble wrap was originally designed to be used as wallpaper,5543.0,2226.0,130.0,28.0,4.0,0.48854410968789463,0.05840071877807727,0,0.9375,True,False,False,False,0.0
12628,2709062808,60,our thinking is that china owns all of the pandas in the world,3992.0,808.0,183.0,3.0,0.0,0.34218436873747493,0.2264851485148515,0,0.9230769230769231,True,False,False,False,0.0
10655,5989397641,16,my friends understand that leeches were historically used to predict the weather,9777.0,4037.0,636.0,101.0,26.0,0.6443694384780607,0.15754272974981423,0,1.0,True,False,False,False,1.0
14015,5381182853,58,my friends' impression is that a candle’s flame is blue in zero gravity,154.0,36.0,2.0,1.0,0.0,0.2922077922077922,0.05555555555555555,0,0.9285714285714286,True,True,False,False,1.0
12472,7726379871,58,our view is that the red-billed quelea is the most common bird on earth,2702.0,739.0,264.0,7.0,2.0,0.5758697261287935,0.3572395128552097,1,0.8666666666666667,True,False,False,False,1.0
5886,3198272380,53,i read  in the media a claim that the eiffel tower gets taller during the summer,746386.0,299131.0,75089.0,4930.0,2220.0,0.7283469947185505,0.2510237989375892,0,0.875,False,False,True,False,1.0
5865,3811826879,41,"i read  in the media a claim that the oldest surviving song is around 3,500 years old",218329.0,69611.0,24717.0,788.0,441.0,0.673332447819575,0.3550731924552154,1,0.9444444444444444,False,False,False,False,1.0
9572,5775794804,48,a colleague discovered on the radio a claim that seventy percent of small businesses are owned and operated by a single person.,269695.0,73561.0,14893.0,1230.0,120.0,0.4529931960177237,0.2024578241187586,0,0.9090909090909091,False,False,False,False,1.0
11558,3177149405,59,my understanding is that the origins of the banjo instrument begin in africa,3253.0,894.0,50.0,16.0,2.0,0.33691976636950505,0.05592841163310962,0,0.9230769230769231,True,False,False,False,1.0
17331,6746135402,25,my friends say that may 22nd is the least common birth date,9262.0,1057.0,139.0,12.0,3.0,0.16367955085294753,0.1315042573320719,0,1.0,True,False,False,True,1.0
1656,4934415263,30,"a friend learned  on an internet forum a claim that an average human child's developing body has over 300 bones, but by adulthood they'll have 206",747801.0,32491.0,6798.0,806.0,72.0,0.07414673155023864,0.20922717060108953,0,0.9285714285714286,False,False,False,False,1.0
2862,9338219305,52,a friend read  in the news that people don’t sneeze in their sleep,271990.0,141622.0,29790.0,646.0,236.0,0.8581271370270965,0.21034867464094562,0,0.9285714285714286,False,False,False,False,1.0
6244,3255370237,7,a colleague learned  on social media a claim that a pound of houseflies contains more protein than a pound of beef,54169.0,7218.0,57.0,141.0,16.0,0.14480606989237388,0.007896924355777223,0,0.7619047619047619,False,False,False,False,1.0
2184,3279697722,46,a friend learned  from the news a claim that the average american spends time totalling 2.5 days annually looking for lost items,372620.0,227513.0,48622.0,5636.0,1657.0,1.0563066931458323,0.21371086487365556,0,0.9130434782608695,False,False,True,False,1.0
18848,8790030381,39,my colleagues are convinced  that may 22nd is the least common birth date,5824.0,67.0,26.0,0.0,0.0,0.02489697802197802,0.3880597014925373,1,1.0,True,False,False,False,1.0
16824,2547151221,18,my colleagues' belief is that the first gloves used in american sport baseball were fingerless,9939.0,30.0,8.0,0.0,0.0,0.005433142167220043,0.26666666666666666,0,1.0,True,False,False,False,0.0
17902,1732055127,49,my friends are willing to bet that elephants will console each other during stressful situations,7018.0,1309.0,215.0,10.0,2.0,0.28327158734682245,0.16424751718869365,0,1.0,True,False,False,False,1.0
8500,9531609980,42,a colleague discovered an article claiming that neptune’s winds are the fastest in the solar system,402560.0,200459.0,50378.0,1716.0,815.0,0.8902300278219396,0.25131323612309747,0,0.9411764705882353,False,False,False,True,1.0
8631,6713773076,39,a friend discovered on tv that 90% of goods are shipped by ocean freight,433726.0,75868.0,423.0,720.0,448.0,0.18489322752152282,0.005575473190277851,0,1.0,False,False,False,True,1.0
15111,8419350849,60,"my family's understanding is that there are over 6,000 species of grass",4173.0,1843.0,148.0,33.0,11.0,0.5770428947999041,0.08030385241454151,0,1.0,True,False,False,True,1.0
18659,1897782736,8,my friends are convinced  that china owns all of the pandas in the world,6104.0,319.0,103.0,4.0,1.0,0.10517693315858453,0.322884012539185,1,0.9285714285714286,True,False,False,False,0.0
2127,2432028557,46,a friend learned  from the news that human ears and noses never stop growing,709473.0,47747.0,18922.0,695.0,221.0,0.15087254906106362,0.3962971495591346,1,1.0,False,False,False,False,1.0
14021,3601597023,38,my friends' impression is that pineapples are named after pinecones,5885.0,2584.0,646.0,45.0,9.0,0.794392523364486,0.25,0,1.0,True,False,False,False,1.0
16016,5550254964,24,my colleagues' opinion is that about half of the world's population can access the web via a mobile device,82.0,11.0,3.0,0.0,0.0,0.24390243902439024,0.2727272727272727,0,0.95,True,False,False,False,0.0
1012,9706142571,23,"i claimed an expert discovered that in a deck of cards, the king of hearts is the only king without a mustache",52292.0,20047.0,7303.0,18.0,9.0,0.8037175858639944,0.3642939093131142,1,0.8181818181818182,False,False,False,False,0.0
12180,5779916879,17,my belief is that typing keyboards were previously arranged alphabetically,9973.0,1960.0,462.0,39.0,5.0,0.3482402486714128,0.2357142857142857,0,1.0,True,False,False,False,1.0
2089,3505308878,33,a friend learned  on a website a claim that bananas get their curved shape by growing towards the sun,142400.0,4350.0,307.0,24.0,11.0,0.03767556179775281,0.07057471264367816,0,0.8947368421052632,False,False,False,True,1.0
15714,3981231109,11,my family's hypothesis is that the average car has more than 100 miles of code in the vehicle’s internal computer,92.0,39.0,2.0,0.0,0.0,0.4891304347826087,0.05128205128205128,0,0.9090909090909091,True,False,False,False,1.0
7076,8794083038,16,a colleague read  in a discussion board a claim that the largest pair of eyes in the world belongs to the giant squid,802609.0,394180.0,38312.0,6216.0,1844.0,0.6621555452281248,0.09719417524988584,0,0.782608695652174,False,False,True,False,0.0
17777,3084834975,40,my friends are willing to wager that the earliest playable recording of a person singing was recorded in 1860,6592.0,1351.0,326.0,31.0,2.0,0.36802184466019416,0.24130273871206515,0,1.0,True,False,False,False,2.0
11889,6907201286,28,my sentiment is that neptune radiates more heat than it gets from the sun,3725.0,1028.0,396.0,17.0,3.0,0.6102013422818792,0.3852140077821012,1,1.0,True,False,False,False,1.0
7556,6648972968,28,a friend discovered a study mentioning that the car radio was first introduced in 1922,176321.0,67294.0,23147.0,767.0,371.0,0.7927473188105785,0.3439682586857669,1,0.9333333333333333,False,False,False,False,1.0
7657,7176670321,44,someone read a report mentioning that half of retail purchases are now made through a mobile device,288890.0,167123.0,24831.0,2139.0,264.0,0.8604001523071065,0.14857919017729457,0,0.9411764705882353,False,False,False,False,1.0
1247,7588135097,39,a colleague reported the media discovered your fingernails on your dominant hand grow faster,698544.0,46233.0,13768.0,570.0,114.0,0.128087851302137,0.2977959466182164,0,0.9285714285714286,False,False,False,False,0.0
14693,3413200865,16,my family's point of view is that sea otters are born unable to swim,6720.0,696.0,66.0,7.0,2.0,0.1367559523809524,0.09482758620689655,0,1.0,True,True,False,False,1.0
2075,6782245942,18,a friend learned  on a website a claim that bathwater stays warmer for a longer duration with bubbles,877353.0,58701.0,1331.0,816.0,384.0,0.07512369593538747,0.02267423042196896,0,0.8333333333333334,False,False,False,True,1.0
15546,8246975177,14,my family's reasoning is that the chinese began to document halley’s comet in 240 b.c.,5360.0,1265.0,25.0,15.0,4.0,0.25988805970149254,0.019762845849802372,0,0.9444444444444444,True,False,False,False,1.0
14842,7863714285,51,my family's opinion is that half of retail purchases are now made through a mobile device,5960.0,835.0,317.0,4.0,1.0,0.30201342281879195,0.37964071856287424,1,1.0,True,False,False,False,0.0
5555,5950723329,37,i read  in a discussion board that antarctica is the only continent without any reptiles or snakes,142010.0,12180.0,1045.0,62.0,25.0,0.10950637279064855,0.08579638752052546,0,1.0,False,False,False,False,1.0
3291,7416014816,31,"someone learned  on social media that blue whales eat 500,000 calories in 1 mouthful on average",336018.0,81638.0,32499.0,1605.0,910.0,0.5528572874072223,0.39808667532276637,1,0.9411764705882353,False,False,False,True,1.0
915,7726145991,30,"i reported an expert discovered that london, england has the world's oldest subway system",835209.0,2583.0,394.0,36.0,16.0,0.004675476437634173,0.15253581107239644,0,1.0,False,False,False,False,1.0
18125,9509882766,19,my family is willing to wager that driving south from detroit will lead to canada,5136.0,964.0,163.0,16.0,2.0,0.29302959501557635,0.1690871369294606,0,0.9333333333333333,True,False,False,True,0.0
10060,4084716037,17,my family thinks that our sense of smell and taste decreases by 20%-50% during airplane flights,779.0,20.0,3.0,0.0,0.0,0.037227214377406934,0.15,0,1.0,True,False,False,False,1.0
18271,9546061393,51,my colleagues are willing to say that the volcano olympus mons on mars is over 3 times taller than mount everest,7649.0,376.0,109.0,2.0,1.0,0.09295332723231794,0.2898936170212766,0,1.0,True,True,False,False,1.0
17973,2220537186,53,my family is willing to say that the hottest planet in our solar system is venus.,2380.0,113.0,33.0,0.0,0.0,0.08907563025210084,0.2920353982300885,0,0.9375,True,True,False,False,1.0
10676,4402992899,51,my friends understand that a giant tortoise that was believed to be extinct was found in the galapagos islands,7148.0,3010.0,213.0,56.0,2.0,0.5345551203133744,0.0707641196013289,0,0.8947368421052632,True,False,False,False,1.0
5344,8618936623,27,i read  on an internet forum a claim that losing weight alters brain activity,972024.0,603541.0,82709.0,11366.0,1534.0,0.9144156934396681,0.1370395714624193,0,1.0,False,False,False,False,0.0
7049,4311544617,16,a colleague read  in a discussion board a claim that 90% of drivers admit to singing in the car,3018.0,1355.0,2.0,26.0,12.0,0.4847581179589132,0.0014760147601476014,0,0.8421052631578947,False,False,False,False,1.0
7143,3244406213,44,a colleague read  on a website a claim that it would take less than a month to get to the moon by car at 60mph,629110.0,241311.0,58652.0,786.0,216.0,0.6677004021554259,0.24305564188951187,0,0.84,False,False,True,False,1.0
14001,9204179699,9,my friends' impression is that butterflies taste with their feet,2642.0,383.0,58.0,5.0,2.0,0.21801665404996215,0.1514360313315927,0,1.0,True,False,False,False,1.0
16150,7302135802,35,my colleagues' thinking is that a double rainbow is a mirror image of the first rainbow,6461.0,2596.0,202.0,41.0,16.0,0.519579012536759,0.07781201848998459,0,0.8125,True,False,False,False,0.0
3388,6100475777,18,someone learned  in a discussion board that alaska is the only u.s. state whose name can be typed on a single row on the american standard keyboard,670293.0,271391.0,27696.0,2412.0,1163.0,0.543107268015629,0.10205202088499618,0,0.8928571428571429,False,False,False,False,1.0
15686,5587179663,60,my family's belief is that human eyeballs do not grow or change their size as they age,8656.0,3730.0,986.0,59.0,3.0,0.7937846580406654,0.264343163538874,0,1.0,True,False,False,False,0.0
5536,4085890213,40,i read  in a discussion board that the longest recorded cricket match lasted 14 days,60008.0,10007.0,3881.0,249.0,108.0,0.37683308892147716,0.38782852003597484,1,1.0,False,False,False,False,1.0
13841,7396459715,42,my friends' understanding is that the largest rock on earth is in australia,2476.0,407.0,120.0,9.0,1.0,0.32148626817447495,0.29484029484029484,0,0.9230769230769231,True,False,False,False,0.0
5423,1656597963,56,i read  in the media a claim that no two teeth from different people will ever be alike,445528.0,264508.0,82616.0,1905.0,454.0,1.1648628144583506,0.3123383791794577,1,1.0,False,False,False,True,1.0
3814,3718338525,5,someone read  on an internet forum that wild boars wash their food,575473.0,368036.0,3980.0,2673.0,1688.0,0.6800857729207105,0.010814159484398265,0,1.0,False,False,True,False,0.0
797,4449458405,25,the news told me someone revealed that a pineapple plant can only produce one pineapple a year,24629.0,7837.0,2758.0,34.0,22.0,0.6600755207275976,0.35192037769554674,1,0.8823529411764706,False,False,False,False,1.0
15529,7578511485,18,"my family's reasoning is that the best selling single of all time is ""white christmas"" by bing crosby",7452.0,981.0,123.0,19.0,2.0,0.18934514224369298,0.12538226299694188,0,0.9473684210526315,True,False,False,False,0.0
7274,6192376779,32,a colleague read  in the news a claim that wild boars wash their food,344183.0,159375.0,13618.0,1563.0,758.0,0.5997797683209223,0.08544627450980392,0,0.9285714285714286,False,False,False,False,1.0
4973,5763632492,48,i learned  from the news that windshield wipers were invented in 1905,560830.0,96635.0,23577.0,749.0,187.0,0.30309897830001964,0.24397992445801212,0,1.0,False,False,True,False,1.0
8454,2288311593,15,a colleague discovered an article mentioning that australia is wider than the moon,174931.0,16934.0,1917.0,370.0,69.0,0.13681394378354894,0.11320420455887563,0,1.0,False,False,False,True,1.0
1749,2564091887,36,a friend learned  in the media that insects are attracted to light because of the moon,691706.0,292538.0,3634.0,3404.0,608.0,0.4552049570193117,0.012422317784356221,0,0.9375,False,False,False,False,1.0
7591,4466103373,40,a friend discovered a study mentioning that lemurs were previously the size of gorillas,215690.0,90459.0,27936.0,35.0,14.0,0.808567852009829,0.3088249925380559,1,0.9285714285714286,False,False,False,False,1.0
1123,6570710686,40,i told them an expert revealed that neptune was the first planet that was discovered before being seen through a telescope,28753.0,12265.0,4595.0,225.0,117.0,0.9376065106249782,0.37464329392580514,1,0.9047619047619048,False,False,False,False,1.0
3102,9642180394,18,someone learned  online a claim that cats can't taste sweet flavors,667562.0,340422.0,18435.0,7778.0,3815.0,0.6391780838334117,0.05415337434125879,0,1.0,False,False,False,False,1.0
85,2675430150,28,a friend shared with a friend that mice typically only live for 6 months in the wild,5279.0,2670.0,16.0,12.0,7.0,0.5243417313885206,0.00599250936329588,0,0.8823529411764706,False,False,False,False,1.0
16524,1440149924,8,my colleagues' sentiment is that mobile phone use in india is nearly 100%,1116.0,70.0,0.0,0.0,0.0,0.06272401433691756,0.0,0,0.9230769230769231,True,True,False,False,1.0
16789,3049767519,27,my colleagues' reasoning is that the roar of a lion can be heard up to 5 miles away,1998.0,842.0,67.0,17.0,3.0,0.5505505505505506,0.07957244655581948,0,1.0,True,True,False,False,1.0
13176,1862660033,18,our reasoning is that more businesses will be owned by women than men by 2045,1263.0,397.0,127.0,0.0,0.0,0.615993665874901,0.3198992443324937,1,0.9333333333333333,True,True,False,True,1.0
3100,8735287649,8,someone learned  online a claim that cold water is just as cleansing as hot water,198232.0,4232.0,715.0,54.0,34.0,0.03332963396424392,0.1689508506616257,0,0.8666666666666667,False,False,False,False,0.0
14611,7392074885,44,my friends' hypothesis is that the chicken is the closest relative to the t-rex,5635.0,1794.0,636.0,6.0,2.0,0.6608695652173913,0.35451505016722407,1,0.8,True,False,False,False,1.0
9067,5031351540,14,i discovered on the news that cannonballs were the first objects thrown in international shot put events in the early 1900s,730337.0,343762.0,73510.0,3314.0,1141.0,0.7893835311643803,0.21383980777398318,0,0.8571428571428571,False,False,False,False,1.0
17067,5455580679,28,i say that violin bows are made from horsehair,7373.0,2005.0,741.0,41.0,15.0,0.5941950359419503,0.36957605985037406,1,1.0,True,False,False,False,1.0
11467,4059728877,10,my thinking is that about half of the world's population can access the web via a mobile device,7801.0,2225.0,90.0,11.0,3.0,0.3248301499807717,0.04044943820224719,0,0.9473684210526315,True,False,False,False,1.0
9741,5286442313,13,i believe that people are born with only 2 natural fears: the fear of falling and the fear of loud sounds,1273.0,79.0,16.0,1.0,0.0,0.1021209740769835,0.20253164556962025,0,0.8571428571428571,True,False,False,True,1.0
6742,6608434010,33,"a colleague read  on an internet forum that the most recorded song in history is ""summertime"" written by george gershwin and dorothy heyward",795263.0,380465.0,42784.0,8482.0,2195.0,0.6773268717392863,0.11245186810876165,0,1.0,False,False,False,False,0.0
11074,4031351828,8,my colleagues feel that more businesses will be owned by women than men by 2045,4454.0,1000.0,397.0,18.0,6.0,0.5067355186349349,0.397,1,0.9333333333333333,True,False,False,False,1.0
17506,3754265585,5,"i am willing to wager that at the first modern olympics, winners were awarded silver medals",9875.0,1465.0,253.0,2.0,0.0,0.22582278481012658,0.1726962457337884,0,1.0,True,False,False,False,1.0
5906,8924671141,7,a colleague learned  online that an average user spends 40% of their day on the internet,933536.0,155152.0,16519.0,1584.0,404.0,0.22523930517944674,0.10646978446942354,0,1.0,False,False,False,False,1.0
12196,6845436518,19,my belief is that an espresso maker has been sent to space,3752.0,377.0,14.0,8.0,2.0,0.11913646055437101,0.03713527851458886,0,1.0,True,False,False,False,1.0
5590,2607417992,43,i read  in a discussion board a claim that mars has running water,1049.0,667.0,246.0,6.0,2.0,1.3603431839847473,0.36881559220389803,1,0.9230769230769231,False,False,False,True,0.0
2232,6572908576,15,a friend learned  from the media a claim that the average car contains over 30000 unique parts,806117.0,219618.0,47368.0,2163.0,346.0,0.45762959967349653,0.21568359606225354,0,0.8823529411764706,False,False,False,False,1.0
12332,3698150612,25,our point of view is that vinyl record sales now surpass compact disc sales,8234.0,1924.0,281.0,44.0,3.0,0.3528054408549915,0.14604989604989604,0,0.9285714285714286,True,False,False,True,1.0
3054,9394634382,8,someone learned  online that the dwarf planet pluto was named by an 11-year-old girl,826816.0,90360.0,392.0,87.0,43.0,0.11112871545785277,0.004338202744577246,0,1.0,False,False,False,False,1.0
10213,5019460905,13,"my family understands that shanghai, china has the world's longest subway system",4192.0,1684.0,330.0,3.0,1.0,0.6405057251908397,0.19596199524940616,0,1.0,True,False,False,False,1.0
5019,4134913917,60,i learned  from the news a claim that bangkok's full name has 163 letters,866367.0,245339.0,54155.0,723.0,284.0,0.4738650017833089,0.22073539062277095,0,1.0,False,False,True,False,1.0
1593,7333718765,28,a friend learned  online a claim that avocados never ripen while they are still attached to the tree,556292.0,280502.0,42671.0,6893.0,285.0,0.7725511062535503,0.15212369252269145,0,0.9444444444444444,False,False,False,False,0.0
11653,2815487348,43,my impression is that dubai is an island created by humans,6716.0,402.0,122.0,8.0,0.0,0.1179273377010125,0.3034825870646766,1,0.9090909090909091,True,True,False,False,1.0
15082,8215539729,10,"my family's understanding is that the canary islands are named after types of dogs, not birds",1003.0,200.0,23.0,2.0,0.0,0.2741774675972084,0.115,0,1.0,True,False,True,False,1.0
18367,8824671432,26,my colleagues are willing to wager that some trees in melbourne have email addresses,4340.0,238.0,4.0,2.0,0.0,0.05898617511520737,0.01680672268907563,0,1.0,True,True,False,False,1.0
3222,7045055851,15,someone learned  from the media that a giant tortoise that was believed to be extinct was found in the galapagos islands,952303.0,177966.0,44274.0,602.0,80.0,0.3284185810608598,0.2487778564444894,0,0.8571428571428571,False,False,False,True,1.0
12065,9329747953,60,my reasoning is that the first gloves used in american sport baseball were fingerless,2562.0,1107.0,423.0,21.0,6.0,0.9566744730679156,0.3821138211382114,1,1.0,True,False,False,False,0.0
12530,7582442064,25,our opinion is that the biggest passenger bus in the world operates in brazil,3323.0,39.0,2.0,0.0,0.0,0.01354198013842913,0.05128205128205128,0,0.8571428571428571,True,False,False,False,0.0
3547,9398956877,35,someone learned  from the news that 1 in 3 people have never used the internet,187356.0,114807.0,17519.0,1691.0,337.0,0.9239682743013301,0.15259522502983267,0,0.9333333333333333,False,False,False,True,0.0
5848,6043517710,46,i read  in the media that a candle’s flame is blue in zero gravity,224457.0,146054.0,23616.0,102.0,11.0,0.9678022962081824,0.1616936201678831,0,0.9333333333333333,False,False,False,False,1.0
2405,6220211741,48,a friend read  on an internet forum that the concorde was the fastest passenger jet ever,377119.0,161993.0,31922.0,3908.0,1767.0,0.7239545077283298,0.19705789756347497,0,0.9375,False,False,False,False,0.0
10138,3921973255,49,my family believes that there is a world championship for throwing mobile phones,214.0,88.0,29.0,2.0,1.0,0.8551401869158879,0.32954545454545453,1,1.0,True,False,False,False,0.0
10633,9194581167,53,my friends understand that penguins can jump as high as 9 feet in the air,3279.0,826.0,150.0,2.0,0.0,0.39097285757853006,0.18159806295399517,0,0.9333333333333333,True,False,False,False,1.0
3370,1907162731,27,someone learned  in a discussion board that the hottest planet in our solar system is venus.,765442.0,159653.0,946.0,471.0,165.0,0.2145609987432098,0.005925350604122691,0,0.9375,False,False,False,True,1.0
